"Target gene symbol","Target gene ID","Target gene type3prime_overlapping_nMt_rRNAMt_tRNATECantisense_RNAbidirectional_promotlincRNAmacro_lncRNAmiRNAmisc_RNAprocessed_transcriptprotein_codingrRNAsense_intronicsense_overlappingsnRNAsnoRNA","ProtocolPAR-CLIP,MiClipPAR-CLIP,PARalyzerPAR-CLIP,Piranha_0.01iCLIP,CIMSiCLIP,Piranha_0.01iCLIP,PureCLIP","Target gene exp. level","Binding site records"
"CPSF7","ENSG00000149532","protein_coding","PAR-CLIP,Piranha_0.01","","42"
"REPIN1","ENSG00000214022","protein_coding","PAR-CLIP,Piranha_0.01","","42"
"SDC1","ENSG00000115884","protein_coding","PAR-CLIP,Piranha_0.01","","42"
"SMIM7","ENSG00000214046","protein_coding","PAR-CLIP,Piranha_0.01","","42"
"TBRG4","ENSG00000136270","protein_coding","PAR-CLIP,Piranha_0.01","","42"
"GAPDH","ENSG00000111640","protein_coding","PAR-CLIP,Piranha_0.01","","41"
"NFAT5","ENSG00000102908","protein_coding","PAR-CLIP,Piranha_0.01","","41"
"SETD1B","ENSG00000139718","protein_coding","PAR-CLIP,Piranha_0.01","","41"
"TMEM259","ENSG00000182087","protein_coding","PAR-CLIP,Piranha_0.01","","41"
"WNK1","ENSG00000060237","protein_coding","PAR-CLIP,Piranha_0.01","","41"
"ANKRD11","ENSG00000167522","protein_coding","PAR-CLIP,Piranha_0.01","","40"
"MLST8","ENSG00000167965","protein_coding","PAR-CLIP,Piranha_0.01","","40"
"NEDD4L","ENSG00000049759","protein_coding","PAR-CLIP,Piranha_0.01","","40"
"SLC35E1","ENSG00000127526","protein_coding","PAR-CLIP,Piranha_0.01","","40"
"ZNF687","ENSG00000143373","protein_coding","PAR-CLIP,Piranha_0.01","","40"
"CALU","ENSG00000128595","protein_coding","PAR-CLIP,Piranha_0.01","","39"
"CTSD","ENSG00000117984","protein_coding","PAR-CLIP,Piranha_0.01","","39"
"GEMIN4","ENSG00000179409","protein_coding","PAR-CLIP,Piranha_0.01","","39"
"LRRC8A","ENSG00000136802","protein_coding","PAR-CLIP,Piranha_0.01","","39"
"RANGAP1","ENSG00000100401","protein_coding","PAR-CLIP,Piranha_0.01","","39"
"SLC12A7","ENSG00000113504","protein_coding","PAR-CLIP,Piranha_0.01","","39"
"SON","ENSG00000159140","protein_coding","PAR-CLIP,Piranha_0.01","","39"
"TKT","ENSG00000163931","protein_coding","PAR-CLIP,Piranha_0.01","","39"
"APTX","ENSG00000137074","protein_coding","PAR-CLIP,Piranha_0.01","","38"
"EEF1D","ENSG00000104529","protein_coding","PAR-CLIP,Piranha_0.01","","38"
"IRF2BP2","ENSG00000168264","protein_coding","PAR-CLIP,Piranha_0.01","","38"
"MAP3K4","ENSG00000085511","protein_coding","PAR-CLIP,Piranha_0.01","","38"
"MKL1","ENSG00000196588","protein_coding","PAR-CLIP,Piranha_0.01","","38"
"PEG10","ENSG00000242265","protein_coding","PAR-CLIP,Piranha_0.01","","38"
"COL5A1","ENSG00000130635","protein_coding","PAR-CLIP,Piranha_0.01","","37"
"FURIN","ENSG00000140564","protein_coding","PAR-CLIP,Piranha_0.01","","37"
"JADE2","ENSG00000043143","protein_coding","PAR-CLIP,Piranha_0.01","","37"
"LDHA","ENSG00000134333","protein_coding","PAR-CLIP,Piranha_0.01","","37"
"TPT1","ENSG00000133112","protein_coding","PAR-CLIP,Piranha_0.01","","37"
"EFCAB11","ENSG00000140025","protein_coding","PAR-CLIP,Piranha_0.01","","36"
"FOXK2","ENSG00000141568","protein_coding","PAR-CLIP,Piranha_0.01","","36"
"HIPK1","ENSG00000163349","protein_coding","PAR-CLIP,Piranha_0.01","","36"
"KIRREL1","ENSG00000183853","protein_coding","PAR-CLIP,Piranha_0.01","","36"
"PUM1","ENSG00000134644","protein_coding","PAR-CLIP,Piranha_0.01","","36"
"SLC16A1","ENSG00000155380","protein_coding","PAR-CLIP,Piranha_0.01","","36"
"SLC1A5","ENSG00000105281","protein_coding","PAR-CLIP,Piranha_0.01","","36"
"CHD4","ENSG00000111642","protein_coding","PAR-CLIP,Piranha_0.01","","35"
"ECE1","ENSG00000117298","protein_coding","PAR-CLIP,Piranha_0.01","","35"
"INPPL1","ENSG00000165458","protein_coding","PAR-CLIP,Piranha_0.01","","35"
"KDM6A","ENSG00000147050","protein_coding","PAR-CLIP,Piranha_0.01","","35"
"MID1IP1","ENSG00000165175","protein_coding","PAR-CLIP,Piranha_0.01","","35"
"SLC25A3","ENSG00000075415","protein_coding","PAR-CLIP,Piranha_0.01","","35"
"SRCAP","ENSG00000080603","protein_coding","PAR-CLIP,Piranha_0.01","","35"
"SRRM2","ENSG00000167978","protein_coding","PAR-CLIP,Piranha_0.01","","35"
"TIMM50","ENSG00000105197","protein_coding","PAR-CLIP,Piranha_0.01","","35"
"ALPI","ENSG00000163295","protein_coding","PAR-CLIP,Piranha_0.01","","34"
"G3BP1","ENSG00000145907","protein_coding","PAR-CLIP,Piranha_0.01","","34"
"LIMCH1","ENSG00000064042","protein_coding","PAR-CLIP,Piranha_0.01","","34"
"MKI67","ENSG00000148773","protein_coding","PAR-CLIP,Piranha_0.01","","34"
"NCL","ENSG00000115053","protein_coding","PAR-CLIP,Piranha_0.01","","34"
"PMP22","ENSG00000109099","protein_coding","PAR-CLIP,Piranha_0.01","","34"
"SH3YL1","ENSG00000035115","protein_coding","PAR-CLIP,Piranha_0.01","","34"
"SSR2","ENSG00000163479","protein_coding","PAR-CLIP,Piranha_0.01","","34"
"TAF1C","ENSG00000103168","protein_coding","PAR-CLIP,Piranha_0.01","","34"
"ZNF831","ENSG00000124203","protein_coding","PAR-CLIP,Piranha_0.01","","34"
"AMBRA1","ENSG00000110497","protein_coding","PAR-CLIP,Piranha_0.01","","33"
"CEBPB","ENSG00000172216","protein_coding","PAR-CLIP,Piranha_0.01","","33"
"CS","ENSG00000062485","protein_coding","PAR-CLIP,Piranha_0.01","","33"
"HDGF","ENSG00000143321","protein_coding","PAR-CLIP,Piranha_0.01","","33"
"IRF3","ENSG00000126456","protein_coding","PAR-CLIP,Piranha_0.01","","33"
"MRPS12","ENSG00000128626","protein_coding","PAR-CLIP,Piranha_0.01","","33"
"PXDN","ENSG00000130508","protein_coding","PAR-CLIP,Piranha_0.01","","33"
"RUSC1","ENSG00000160753","protein_coding","PAR-CLIP,Piranha_0.01","","33"
"SCARA3","ENSG00000168077","protein_coding","PAR-CLIP,Piranha_0.01","","33"
"APP","ENSG00000142192","protein_coding","PAR-CLIP,Piranha_0.01","","32"
"HNRNPU","ENSG00000153187","protein_coding","PAR-CLIP,Piranha_0.01","","32"
"JUND","ENSG00000130522","protein_coding","PAR-CLIP,Piranha_0.01","","32"
"KMT2D","ENSG00000167548","protein_coding","PAR-CLIP,Piranha_0.01","","32"
"METTL21A","ENSG00000144401","protein_coding","PAR-CLIP,Piranha_0.01","","32"
"MYO9B","ENSG00000099331","protein_coding","PAR-CLIP,Piranha_0.01","","32"
"NIF3L1","ENSG00000196290","protein_coding","PAR-CLIP,Piranha_0.01","","32"
"PPP1R15B","ENSG00000158615","protein_coding","PAR-CLIP,Piranha_0.01","","32"
"SLC25A29","ENSG00000197119","protein_coding","PAR-CLIP,Piranha_0.01","","32"
"SLCO4A1","ENSG00000101187","protein_coding","PAR-CLIP,Piranha_0.01","","32"
"SZRD1","ENSG00000055070","protein_coding","PAR-CLIP,Piranha_0.01","","32"
"ATXN2L","ENSG00000168488","protein_coding","PAR-CLIP,Piranha_0.01","","31"
"IER3","ENSG00000137331","protein_coding","PAR-CLIP,Piranha_0.01","","31"
"LARP1","ENSG00000155506","protein_coding","PAR-CLIP,Piranha_0.01","","31"
"MT-CYB","ENSG00000198727","protein_coding","PAR-CLIP,Piranha_0.01","","31"
"PRRC2B","ENSG00000130723","protein_coding","PAR-CLIP,Piranha_0.01","","31"
"RPL18","ENSG00000063177","protein_coding","PAR-CLIP,Piranha_0.01","","31"
"SLC43A2","ENSG00000167703","protein_coding","PAR-CLIP,Piranha_0.01","","31"
"SOGA1","ENSG00000149639","protein_coding","PAR-CLIP,Piranha_0.01","","31"
"UBALD1","ENSG00000153443","protein_coding","PAR-CLIP,Piranha_0.01","","31"
"VIM","ENSG00000026025","protein_coding","PAR-CLIP,Piranha_0.01","","31"
"YWHAE","ENSG00000108953","protein_coding","PAR-CLIP,Piranha_0.01","","31"
"ADGRE5","ENSG00000123146","protein_coding","PAR-CLIP,Piranha_0.01","","30"
"ATP5B","ENSG00000110955","protein_coding","PAR-CLIP,Piranha_0.01","","30"
"CALD1","ENSG00000122786","protein_coding","PAR-CLIP,Piranha_0.01","","30"
"CDKN2A","ENSG00000147889","protein_coding","PAR-CLIP,Piranha_0.01","","30"
"CLPB","ENSG00000162129","protein_coding","PAR-CLIP,Piranha_0.01","","30"
"CTNND1","ENSG00000198561","protein_coding","PAR-CLIP,Piranha_0.01","","30"
"DDX17","ENSG00000100201","protein_coding","PAR-CLIP,Piranha_0.01","","30"
"DEDD","ENSG00000158796","protein_coding","PAR-CLIP,Piranha_0.01","","30"
"DHCR7","ENSG00000172893","protein_coding","PAR-CLIP,Piranha_0.01","","30"
"EEF2","ENSG00000167658","protein_coding","PAR-CLIP,Piranha_0.01","","30"
"FASN","ENSG00000169710","protein_coding","PAR-CLIP,Piranha_0.01","","30"
"FIGNL1","ENSG00000132436","protein_coding","PAR-CLIP,Piranha_0.01","","30"
"IGF1R","ENSG00000140443","protein_coding","PAR-CLIP,Piranha_0.01","","30"
"ITPRIPL2","ENSG00000205730","protein_coding","PAR-CLIP,Piranha_0.01","","30"
"KLHL21","ENSG00000162413","protein_coding","PAR-CLIP,Piranha_0.01","","30"
"KXD1","ENSG00000105700","protein_coding","PAR-CLIP,Piranha_0.01","","30"
"MBOAT7","ENSG00000125505","protein_coding","PAR-CLIP,Piranha_0.01","","30"
"MDM2","ENSG00000135679","protein_coding","PAR-CLIP,Piranha_0.01","","30"
"MPDU1","ENSG00000129255","protein_coding","PAR-CLIP,Piranha_0.01","","30"
"MYO10","ENSG00000145555","protein_coding","PAR-CLIP,Piranha_0.01","","30"
"NFATC3","ENSG00000072736","protein_coding","PAR-CLIP,Piranha_0.01","","30"
"PITX1","ENSG00000069011","protein_coding","PAR-CLIP,Piranha_0.01","","30"
"PODXL","ENSG00000128567","protein_coding","PAR-CLIP,Piranha_0.01","","30"
"RAI1","ENSG00000108557","protein_coding","PAR-CLIP,Piranha_0.01","","30"
"SQSTM1","ENSG00000161011","protein_coding","PAR-CLIP,Piranha_0.01","","30"
"TCF4","ENSG00000196628","protein_coding","PAR-CLIP,Piranha_0.01","","30"
"AKAP2","ENSG00000241978","protein_coding","PAR-CLIP,Piranha_0.01","","29"
"CCT3","ENSG00000163468","protein_coding","PAR-CLIP,Piranha_0.01","","29"
"CHPF","ENSG00000123989","protein_coding","PAR-CLIP,Piranha_0.01","","29"
"CREBZF","ENSG00000137504","protein_coding","PAR-CLIP,Piranha_0.01","","29"
"EFEMP1","ENSG00000115380","protein_coding","PAR-CLIP,Piranha_0.01","","29"
"IER5L","ENSG00000188483","protein_coding","PAR-CLIP,Piranha_0.01","","29"
"IST1","ENSG00000182149","protein_coding","PAR-CLIP,Piranha_0.01","","29"
"RDH13","ENSG00000160439","protein_coding","PAR-CLIP,Piranha_0.01","","29"
"SPRED2","ENSG00000198369","protein_coding","PAR-CLIP,Piranha_0.01","","29"
"SUGP2","ENSG00000064607","protein_coding","PAR-CLIP,Piranha_0.01","","29"
"XBP1","ENSG00000100219","protein_coding","PAR-CLIP,Piranha_0.01","","29"
"ZSCAN25","ENSG00000197037","protein_coding","PAR-CLIP,Piranha_0.01","","29"
"ADGRL1","ENSG00000072071","protein_coding","PAR-CLIP,Piranha_0.01","","28"
"AKT1","ENSG00000142208","protein_coding","PAR-CLIP,Piranha_0.01","","28"
"BACE2","ENSG00000182240","protein_coding","PAR-CLIP,Piranha_0.01","","28"
"BRPF1","ENSG00000156983","protein_coding","PAR-CLIP,Piranha_0.01","","28"
"CERS5","ENSG00000139624","protein_coding","PAR-CLIP,Piranha_0.01","","28"
"CHAC1","ENSG00000128965","protein_coding","PAR-CLIP,Piranha_0.01","","28"
"CXCR4","ENSG00000121966","protein_coding","PAR-CLIP,Piranha_0.01","","28"
"E2F3","ENSG00000112242","protein_coding","PAR-CLIP,Piranha_0.01","","28"
"ENTPD6","ENSG00000197586","protein_coding","PAR-CLIP,Piranha_0.01","","28"
"FAM129B","ENSG00000136830","protein_coding","PAR-CLIP,Piranha_0.01","","28"
"GAS1","ENSG00000180447","protein_coding","PAR-CLIP,Piranha_0.01","","28"
"GIPC1","ENSG00000123159","protein_coding","PAR-CLIP,Piranha_0.01","","28"
"HSP90AB1","ENSG00000096384","protein_coding","PAR-CLIP,Piranha_0.01","","28"
"MFHAS1","ENSG00000147324","protein_coding","PAR-CLIP,Piranha_0.01","","28"
"NTMT1","ENSG00000148335","protein_coding","PAR-CLIP,Piranha_0.01","","28"
"PCDH15","ENSG00000150275","protein_coding","PAR-CLIP,Piranha_0.01","","28"
"RNASEK","ENSG00000219200","protein_coding","PAR-CLIP,Piranha_0.01","","28"
"RNF40","ENSG00000103549","protein_coding","PAR-CLIP,Piranha_0.01","","28"
"SNAP47","ENSG00000143740","protein_coding","PAR-CLIP,Piranha_0.01","","28"
"SYDE1","ENSG00000105137","protein_coding","PAR-CLIP,Piranha_0.01","","28"
"TARS2","ENSG00000143374","protein_coding","PAR-CLIP,Piranha_0.01","","28"
"ZBED1","ENSG00000214717","protein_coding","PAR-CLIP,Piranha_0.01","","28"
"ZNF398","ENSG00000197024","protein_coding","PAR-CLIP,Piranha_0.01","","28"
"ATP6V0C","ENSG00000185883","protein_coding","PAR-CLIP,Piranha_0.01","","27"
"CANT1","ENSG00000171302","protein_coding","PAR-CLIP,Piranha_0.01","","27"
"CCDC85C","ENSG00000205476","protein_coding","PAR-CLIP,Piranha_0.01","","27"
"FAT1","ENSG00000083857","protein_coding","PAR-CLIP,Piranha_0.01","","27"
"GPS1","ENSG00000169727","protein_coding","PAR-CLIP,Piranha_0.01","","27"
"P2RY6","ENSG00000171631","protein_coding","PAR-CLIP,Piranha_0.01","","27"
"PPP1R18","ENSG00000146112","protein_coding","PAR-CLIP,Piranha_0.01","","27"
"TSKU","ENSG00000182704","protein_coding","PAR-CLIP,Piranha_0.01","","27"
"ATP2A2","ENSG00000174437","protein_coding","PAR-CLIP,Piranha_0.01","","26"
"DNAJC14","ENSG00000135392","protein_coding","PAR-CLIP,Piranha_0.01","","26"
"FXYD5","ENSG00000089327","protein_coding","PAR-CLIP,Piranha_0.01","","26"
"GPI","ENSG00000105220","protein_coding","PAR-CLIP,Piranha_0.01","","26"
"GRN","ENSG00000030582","protein_coding","PAR-CLIP,Piranha_0.01","","26"
"HSP90B1","ENSG00000166598","protein_coding","PAR-CLIP,Piranha_0.01","","26"
"KDM5C","ENSG00000126012","protein_coding","PAR-CLIP,Piranha_0.01","","26"
"LIMA1","ENSG00000050405","protein_coding","PAR-CLIP,Piranha_0.01","","26"
"MYADM","ENSG00000179820","protein_coding","PAR-CLIP,Piranha_0.01","","26"
"NR4A1","ENSG00000123358","protein_coding","PAR-CLIP,Piranha_0.01","","26"
"PAQR4","ENSG00000162073","protein_coding","PAR-CLIP,Piranha_0.01","","26"
"PATZ1","ENSG00000100105","protein_coding","PAR-CLIP,Piranha_0.01","","26"
"PHF20L1","ENSG00000129292","protein_coding","PAR-CLIP,Piranha_0.01","","26"
"PLXNB2","ENSG00000196576","protein_coding","PAR-CLIP,Piranha_0.01","","26"
"PTBP1","ENSG00000011304","protein_coding","PAR-CLIP,Piranha_0.01","","26"
"SDF4","ENSG00000078808","protein_coding","PAR-CLIP,Piranha_0.01","","26"
"SF1","ENSG00000168066","protein_coding","PAR-CLIP,Piranha_0.01","","26"
"SHMT2","ENSG00000182199","protein_coding","PAR-CLIP,Piranha_0.01","","26"
"ZCCHC14","ENSG00000140948","protein_coding","PAR-CLIP,Piranha_0.01","","26"
"ZNF384","ENSG00000126746","protein_coding","PAR-CLIP,Piranha_0.01","","26"
"AGAP1","ENSG00000157985","protein_coding","PAR-CLIP,Piranha_0.01","","25"
"CTSA","ENSG00000064601","protein_coding","PAR-CLIP,Piranha_0.01","","25"
"MSH6","ENSG00000116062","protein_coding","PAR-CLIP,Piranha_0.01","","25"
"NACC1","ENSG00000160877","protein_coding","PAR-CLIP,Piranha_0.01","","25"
"PFN1","ENSG00000108518","protein_coding","PAR-CLIP,Piranha_0.01","","25"
"PHB","ENSG00000167085","protein_coding","PAR-CLIP,Piranha_0.01","","25"
"PIP5K1C","ENSG00000186111","protein_coding","PAR-CLIP,Piranha_0.01","","25"
"RHOB","ENSG00000143878","protein_coding","PAR-CLIP,Piranha_0.01","","25"
"TMEM184A","ENSG00000164855","protein_coding","PAR-CLIP,Piranha_0.01","","25"
"ZFHX3","ENSG00000140836","protein_coding","PAR-CLIP,Piranha_0.01","","25"
"ARHGEF9","ENSG00000131089","protein_coding","PAR-CLIP,Piranha_0.01","","24"
"BASP1","ENSG00000176788","protein_coding","PAR-CLIP,Piranha_0.01","","24"
"CELF4","ENSG00000101489","protein_coding","PAR-CLIP,Piranha_0.01","","24"
"CENPX","ENSG00000169689","protein_coding","PAR-CLIP,Piranha_0.01","","24"
"CLPTM1L","ENSG00000049656","protein_coding","PAR-CLIP,Piranha_0.01","","24"
"DGCR2","ENSG00000070413","protein_coding","PAR-CLIP,Piranha_0.01","","24"
"DGKZ","ENSG00000149091","protein_coding","PAR-CLIP,Piranha_0.01","","24"
"EMP3","ENSG00000142227","protein_coding","PAR-CLIP,Piranha_0.01","","24"
"GANAB","ENSG00000089597","protein_coding","PAR-CLIP,Piranha_0.01","","24"
"GAS2L1","ENSG00000185340","protein_coding","PAR-CLIP,Piranha_0.01","","24"
"KIAA0100","ENSG00000007202","protein_coding","PAR-CLIP,Piranha_0.01","","24"
"LATS1","ENSG00000131023","protein_coding","PAR-CLIP,Piranha_0.01","","24"
"MEX3D","ENSG00000181588","protein_coding","PAR-CLIP,Piranha_0.01","","24"
"MID1","ENSG00000101871","protein_coding","PAR-CLIP,Piranha_0.01","","24"
"PSEN1","ENSG00000080815","protein_coding","PAR-CLIP,Piranha_0.01","","24"
"RPRD2","ENSG00000163125","protein_coding","PAR-CLIP,Piranha_0.01","","24"
"RPS3","ENSG00000149273","protein_coding","PAR-CLIP,Piranha_0.01","","24"
"SIL1","ENSG00000120725","protein_coding","PAR-CLIP,Piranha_0.01","","24"
"SLC2A1","ENSG00000117394","protein_coding","PAR-CLIP,Piranha_0.01","","24"
"TBC1D9B","ENSG00000197226","protein_coding","PAR-CLIP,Piranha_0.01","","24"
"TGOLN2","ENSG00000152291","protein_coding","PAR-CLIP,Piranha_0.01","","24"
"THADA","ENSG00000115970","protein_coding","PAR-CLIP,Piranha_0.01","","24"
"TIMM9","ENSG00000100575","protein_coding","PAR-CLIP,Piranha_0.01","","24"
"TNFRSF10B","ENSG00000120889","protein_coding","PAR-CLIP,Piranha_0.01","","24"
"TNS1","ENSG00000079308","protein_coding","PAR-CLIP,Piranha_0.01","","24"
"TPBG","ENSG00000146242","protein_coding","PAR-CLIP,Piranha_0.01","","24"
"CACNA1C","ENSG00000151067","protein_coding","PAR-CLIP,Piranha_0.01","","23"
"CFL1","ENSG00000172757","protein_coding","PAR-CLIP,Piranha_0.01","","23"
"FBXL19","ENSG00000099364","protein_coding","PAR-CLIP,Piranha_0.01","","23"
"GALNS","ENSG00000141012","protein_coding","PAR-CLIP,Piranha_0.01","","23"
"MLXIP","ENSG00000175727","protein_coding","PAR-CLIP,Piranha_0.01","","23"
"MRPS2","ENSG00000122140","protein_coding","PAR-CLIP,Piranha_0.01","","23"
"SCAF1","ENSG00000126461","protein_coding","PAR-CLIP,Piranha_0.01","","23"
"SLC35B2","ENSG00000157593","protein_coding","PAR-CLIP,Piranha_0.01","","23"
"SLCO3A1","ENSG00000176463","protein_coding","PAR-CLIP,Piranha_0.01","","23"
"TMEM250","ENSG00000238227","protein_coding","PAR-CLIP,Piranha_0.01","","23"
"UBTF","ENSG00000108312","protein_coding","PAR-CLIP,Piranha_0.01","","23"
"USP10","ENSG00000103194","protein_coding","PAR-CLIP,Piranha_0.01","","23"
"YAP1","ENSG00000137693","protein_coding","PAR-CLIP,Piranha_0.01","","23"
"ZNF148","ENSG00000163848","protein_coding","PAR-CLIP,Piranha_0.01","","23"
"ATMIN","ENSG00000166454","protein_coding","PAR-CLIP,Piranha_0.01","","22"
"BCOR","ENSG00000183337","protein_coding","PAR-CLIP,Piranha_0.01","","22"
"CDC42EP4","ENSG00000179604","protein_coding","PAR-CLIP,Piranha_0.01","","22"
"COA1","ENSG00000106603","protein_coding","PAR-CLIP,Piranha_0.01","","22"
"CTDNEP1","ENSG00000175826","protein_coding","PAR-CLIP,Piranha_0.01","","22"
"CTSB","ENSG00000164733","protein_coding","PAR-CLIP,Piranha_0.01","","22"
"CUX1","ENSG00000257923","protein_coding","PAR-CLIP,Piranha_0.01","","22"
"FKBP10","ENSG00000141756","protein_coding","PAR-CLIP,Piranha_0.01","","22"
"GPR161","ENSG00000143147","protein_coding","PAR-CLIP,Piranha_0.01","","22"
"HUWE1","ENSG00000086758","protein_coding","PAR-CLIP,Piranha_0.01","","22"
"ICOSLG","ENSG00000160223","protein_coding","PAR-CLIP,Piranha_0.01","","22"
"ILF3","ENSG00000129351","protein_coding","PAR-CLIP,Piranha_0.01","","22"
"KLHDC4","ENSG00000104731","protein_coding","PAR-CLIP,Piranha_0.01","","22"
"KMT2E","ENSG00000005483","protein_coding","PAR-CLIP,Piranha_0.01","","22"
"LMNA","ENSG00000160789","protein_coding","PAR-CLIP,Piranha_0.01","","22"
"MT-ND1","ENSG00000198888","protein_coding","PAR-CLIP,Piranha_0.01","","22"
"NCOR2","ENSG00000196498","protein_coding","PAR-CLIP,Piranha_0.01","","22"
"NDST1","ENSG00000070614","protein_coding","PAR-CLIP,Piranha_0.01","","22"
"PGRMC2","ENSG00000164040","protein_coding","PAR-CLIP,Piranha_0.01","","22"
"PPIL2","ENSG00000100023","protein_coding","PAR-CLIP,Piranha_0.01","","22"
"RTL6","ENSG00000188636","protein_coding","PAR-CLIP,Piranha_0.01","","22"
"SLC35E2B","ENSG00000189339","protein_coding","PAR-CLIP,Piranha_0.01","","22"
"SLC35F6","ENSG00000213699","protein_coding","PAR-CLIP,Piranha_0.01","","22"
"TPM3","ENSG00000143549","protein_coding","PAR-CLIP,Piranha_0.01","","22"
"ZNF646","ENSG00000167395","protein_coding","PAR-CLIP,Piranha_0.01","","22"
"AAR2","ENSG00000131043","protein_coding","PAR-CLIP,Piranha_0.01","","21"
"ABR","ENSG00000159842","protein_coding","PAR-CLIP,Piranha_0.01","","21"
"AMOTL2","ENSG00000114019","protein_coding","PAR-CLIP,Piranha_0.01","","21"
"ATP6V0E1","ENSG00000113732","protein_coding","PAR-CLIP,Piranha_0.01","","21"
"C1orf43","ENSG00000143612","protein_coding","PAR-CLIP,Piranha_0.01","","21"
"CANX","ENSG00000127022","protein_coding","PAR-CLIP,Piranha_0.01","","21"
"CD151","ENSG00000177697","protein_coding","PAR-CLIP,Piranha_0.01","","21"
"CDK13","ENSG00000065883","protein_coding","PAR-CLIP,Piranha_0.01","","21"
"CGA","ENSG00000135346","protein_coding","PAR-CLIP,Piranha_0.01","","21"
"ERBIN","ENSG00000112851","protein_coding","PAR-CLIP,Piranha_0.01","","21"
"GNB2","ENSG00000172354","protein_coding","PAR-CLIP,Piranha_0.01","","21"
"GPRC5A","ENSG00000013588","protein_coding","PAR-CLIP,Piranha_0.01","","21"
"IL6ST","ENSG00000134352","protein_coding","PAR-CLIP,Piranha_0.01","","21"
"KCTD2","ENSG00000180901","protein_coding","PAR-CLIP,Piranha_0.01","","21"
"KDM2A","ENSG00000173120","protein_coding","PAR-CLIP,Piranha_0.01","","21"
"KIAA2013","ENSG00000116685","protein_coding","PAR-CLIP,Piranha_0.01","","21"
"LDLR","ENSG00000130164","protein_coding","PAR-CLIP,Piranha_0.01","","21"
"LMBR1","ENSG00000105983","protein_coding","PAR-CLIP,Piranha_0.01","","21"
"MET","ENSG00000105976","protein_coding","PAR-CLIP,Piranha_0.01","","21"
"MFSD5","ENSG00000182544","protein_coding","PAR-CLIP,Piranha_0.01","","21"
"MT-CO1","ENSG00000198804","protein_coding","PAR-CLIP,Piranha_0.01","","21"
"MT-ND2","ENSG00000198763","protein_coding","PAR-CLIP,Piranha_0.01","","21"
"OTUD5","ENSG00000068308","protein_coding","PAR-CLIP,Piranha_0.01","","21"
"PRKCSH","ENSG00000130175","protein_coding","PAR-CLIP,Piranha_0.01","","21"
"PUS1","ENSG00000177192","protein_coding","PAR-CLIP,Piranha_0.01","","21"
"RDX","ENSG00000137710","protein_coding","PAR-CLIP,Piranha_0.01","","21"
"SIN3A","ENSG00000169375","protein_coding","PAR-CLIP,Piranha_0.01","","21"
"SLC29A2","ENSG00000174669","protein_coding","PAR-CLIP,Piranha_0.01","","21"
"SRSF2","ENSG00000161547","protein_coding","PAR-CLIP,Piranha_0.01","","21"
"STC2","ENSG00000113739","protein_coding","PAR-CLIP,Piranha_0.01","","21"
"TLE3","ENSG00000140332","protein_coding","PAR-CLIP,Piranha_0.01","","21"
"TNPO2","ENSG00000105576","protein_coding","PAR-CLIP,Piranha_0.01","","21"
"URGCP","ENSG00000106608","protein_coding","PAR-CLIP,Piranha_0.01","","21"
"ZNF460","ENSG00000197714","protein_coding","PAR-CLIP,Piranha_0.01","","21"
"ZNF496","ENSG00000162714","protein_coding","PAR-CLIP,Piranha_0.01","","21"
"ARID1B","ENSG00000049618","protein_coding","PAR-CLIP,Piranha_0.01","","20"
"ARMC6","ENSG00000105676","protein_coding","PAR-CLIP,Piranha_0.01","","20"
"EIF1AD","ENSG00000175376","protein_coding","PAR-CLIP,Piranha_0.01","","20"
"FAM172A","ENSG00000113391","protein_coding","PAR-CLIP,Piranha_0.01","","20"
"FOXK1","ENSG00000164916","protein_coding","PAR-CLIP,Piranha_0.01","","20"
"GPBP1","ENSG00000062194","protein_coding","PAR-CLIP,Piranha_0.01","","20"
"HIVEP1","ENSG00000095951","protein_coding","PAR-CLIP,Piranha_0.01","","20"
"KANSL1","ENSG00000120071","protein_coding","PAR-CLIP,Piranha_0.01","","20"
"KIAA0907","ENSG00000132680","protein_coding","PAR-CLIP,Piranha_0.01","","20"
"LASP1","ENSG00000002834","protein_coding","PAR-CLIP,Piranha_0.01","","20"
"MAP1S","ENSG00000130479","protein_coding","PAR-CLIP,Piranha_0.01","","20"
"MEPCE","ENSG00000146834","protein_coding","PAR-CLIP,Piranha_0.01","","20"
"MT-CO2","ENSG00000198712","protein_coding","PAR-CLIP,Piranha_0.01","","20"
"NAT8L","ENSG00000185818","protein_coding","PAR-CLIP,Piranha_0.01","","20"
"NUP153","ENSG00000124789","protein_coding","PAR-CLIP,Piranha_0.01","","20"
"POLR3H","ENSG00000100413","protein_coding","PAR-CLIP,Piranha_0.01","","20"
"RASSF8","ENSG00000123094","protein_coding","PAR-CLIP,Piranha_0.01","","20"
"RBM23","ENSG00000100461","protein_coding","PAR-CLIP,Piranha_0.01","","20"
"RPS11","ENSG00000142534","protein_coding","PAR-CLIP,Piranha_0.01","","20"
"SCO2","ENSG00000130489","protein_coding","PAR-CLIP,Piranha_0.01","","20"
"SEC31A","ENSG00000138674","protein_coding","PAR-CLIP,Piranha_0.01","","20"
"SLC39A9","ENSG00000029364","protein_coding","PAR-CLIP,Piranha_0.01","","20"
"SLC6A6","ENSG00000131389","protein_coding","PAR-CLIP,Piranha_0.01","","20"
